time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20161116:0000,1.8,99.95,0.0,-0.0,0.0,326.4,0.97,152.0,99395.0
20161116:0100,1.39,99.95,0.0,-0.0,0.0,324.05,1.03,139.0,99307.0
20161116:0200,1.32,99.95,0.0,-0.0,0.0,324.8,1.17,153.0,99238.0
20161116:0300,1.4,99.95,0.0,-0.0,0.0,325.8,1.24,150.0,99160.0
20161116:0400,1.45,100.0,0.0,-0.0,0.0,323.8,1.45,157.0,99061.0
20161116:0500,1.75,100.0,0.0,-0.0,0.0,325.6,1.66,159.0,98954.0
20161116:0600,2.05,99.95,0.0,-0.0,0.0,325.6,1.72,165.0,98865.0
20161116:0700,2.07,100.0,0.0,-0.0,0.0,324.2,1.79,170.0,98747.0
20161116:0800,2.26,99.95,8.0,0.0,8.0,325.6,1.79,175.0,98669.0
20161116:0900,2.51,100.0,83.0,196.45,56.0,326.2,1.72,181.0,98600.0
20161116:1000,2.84,99.95,87.0,67.89,75.0,325.2,1.52,191.0,98541.0
20161116:1100,3.14,99.95,66.0,10.81,64.0,324.0,1.17,215.0,98600.0
20161116:1200,3.61,99.45,88.0,117.58,69.0,322.8,1.03,259.0,98571.0
20161116:1300,3.92,99.85,81.0,462.28,31.0,329.6,1.31,287.0,98590.0
20161116:1400,3.68,99.5,0.0,0.0,0.0,318.2,1.79,298.0,98679.0
20161116:1500,3.0,97.5,0.0,-0.0,0.0,309.6,1.79,297.0,98796.0
20161116:1600,2.25,97.1,0.0,-0.0,0.0,299.6,1.52,295.0,98855.0
20161116:1700,1.52,96.8,0.0,-0.0,0.0,287.8,1.38,298.0,98904.0
20161116:1800,0.79,99.45,0.0,-0.0,0.0,267.8,1.24,323.0,98963.0
20161116:1900,-0.21,99.75,0.0,-0.0,0.0,275.2,1.1,318.0,99003.0
20161116:2000,-0.78,99.3,0.0,-0.0,0.0,273.8,0.69,320.0,99003.0
20161116:2100,-1.13,99.05,0.0,-0.0,0.0,283.8,0.34,186.0,99032.0
20161116:2200,-1.55,98.7,0.0,-0.0,0.0,282.4,0.83,144.0,99061.0
20161116:2300,-1.98,98.25,0.0,-0.0,0.0,272.2,0.9,131.0,99052.0
20161117:0000,-1.98,98.15,0.0,-0.0,0.0,280.8,0.83,127.0,99022.0
20161117:0100,-1.96,98.2,0.0,-0.0,0.0,280.6,0.9,135.0,98954.0
20161117:0200,-1.91,98.15,0.0,-0.0,0.0,282.2,1.1,141.0,98914.0
20161117:0300,-2.15,97.95,0.0,-0.0,0.0,269.6,1.31,141.0,98885.0
20161117:0400,-2.16,97.85,0.0,-0.0,0.0,273.4,1.31,144.0,98787.0
20161117:0500,-2.07,97.9,0.0,-0.0,0.0,277.8,1.45,146.0,98689.0
20161117:0600,-2.16,97.8,0.0,-0.0,0.0,269.4,1.59,150.0,98610.0
20161117:0700,-1.49,98.25,0.0,-0.0,0.0,274.2,1.79,156.0,98561.0
20161117:0800,-1.31,98.5,10.0,0.0,10.0,268.2,1.86,157.0,98502.0
20161117:0900,-0.38,99.6,25.0,0.0,25.0,289.8,1.72,160.0,98433.0
20161117:1000,0.79,98.95,45.0,0.0,45.0,293.6,2.07,166.0,98355.0
20161117:1100,1.84,97.35,30.0,0.0,30.0,315.4,2.83,172.0,98247.0
20161117:1200,2.3,99.95,37.0,0.0,37.0,321.0,2.9,177.0,98070.0
20161117:1300,2.88,99.9,31.0,9.59,30.0,323.0,2.76,179.0,97933.0
20161117:1400,3.15,99.95,0.0,0.0,0.0,326.6,2.76,174.0,97805.0
20161117:1500,3.14,100.0,0.0,-0.0,0.0,327.6,2.83,166.0,97658.0
20161117:1600,3.05,100.0,0.0,-0.0,0.0,328.0,3.03,162.0,97521.0
20161117:1700,2.93,100.0,0.0,-0.0,0.0,327.0,3.1,161.0,97383.0
20161117:1800,2.89,100.0,0.0,-0.0,0.0,326.4,3.03,160.0,97236.0
20161117:1900,2.62,99.9,0.0,-0.0,0.0,325.8,2.28,148.0,97109.0
20161117:2000,2.53,100.0,0.0,-0.0,0.0,325.8,2.07,145.0,96942.0
20161117:2100,2.47,100.0,0.0,-0.0,0.0,326.0,2.07,145.0,96863.0
20161117:2200,2.45,100.0,0.0,-0.0,0.0,327.2,2.07,178.0,96814.0
20161117:2300,2.55,99.95,0.0,-0.0,0.0,324.2,2.69,225.0,96844.0
20161118:0000,2.26,99.65,0.0,-0.0,0.0,310.0,3.1,234.0,96893.0
20161118:0100,1.56,96.45,0.0,-0.0,0.0,280.2,2.9,222.0,96961.0
20161118:0200,0.59,95.8,0.0,-0.0,0.0,263.8,2.76,220.0,96991.0
20161118:0300,-0.3,94.85,0.0,-0.0,0.0,243.2,2.55,218.0,97020.0
20161118:0400,-1.14,94.25,0.0,-0.0,0.0,223.8,2.34,214.0,97040.0
20161118:0500,-1.58,94.25,0.0,-0.0,0.0,220.2,2.28,211.0,97030.0
20161118:0600,-1.91,94.45,0.0,-0.0,0.0,216.8,2.14,207.0,97060.0
20161118:0700,-1.54,94.8,0.0,-0.0,0.0,232.8,2.14,209.0,97060.0
20161118:0800,-1.31,95.55,26.0,81.9,21.0,238.0,2.14,208.0,97128.0
20161118:0900,-0.57,96.2,108.0,636.85,26.0,234.8,2.14,208.0,97158.0
20161118:1000,0.3,95.5,140.0,564.87,45.0,235.8,2.28,208.0,97236.0
20161118:1100,0.91,92.5,132.0,373.66,66.0,241.4,2.62,206.0,97256.0
20161118:1200,1.17,96.25,110.0,345.21,57.0,243.6,1.93,195.0,97246.0
20161118:1300,1.21,97.05,77.0,527.58,24.0,263.4,2.21,194.0,97226.0
20161118:1400,0.92,98.35,0.0,0.0,0.0,275.6,2.28,195.0,97295.0
20161118:1500,0.38,98.7,0.0,-0.0,0.0,266.6,2.07,192.0,97315.0
20161118:1600,0.4,99.0,0.0,-0.0,0.0,284.6,1.93,187.0,97315.0
20161118:1700,0.57,99.45,0.0,-0.0,0.0,300.4,1.72,178.0,97344.0
20161118:1800,0.75,99.45,0.0,-0.0,0.0,309.4,1.59,166.0,97334.0
20161118:1900,0.91,99.45,0.0,-0.0,0.0,308.8,1.66,164.0,97354.0
20161118:2000,1.23,99.5,0.0,-0.0,0.0,317.0,1.59,157.0,97334.0
20161118:2100,1.42,99.45,0.0,-0.0,0.0,318.8,1.66,148.0,97334.0
20161118:2200,1.53,99.5,0.0,-0.0,0.0,320.6,1.72,139.0,97334.0
20161118:2300,1.52,99.45,0.0,-0.0,0.0,319.4,1.72,124.0,97275.0
20161119:0000,1.5,99.4,0.0,-0.0,0.0,317.8,1.93,120.0,97217.0
20161119:0100,1.54,99.45,0.0,-0.0,0.0,317.65,2.14,121.0,97128.0
20161119:0200,1.49,100.0,0.0,-0.0,0.0,319.2,2.14,114.0,97069.0
20161119:0300,1.37,100.0,0.0,-0.0,0.0,319.8,2.14,104.0,96961.0
20161119:0400,1.25,99.95,0.0,-0.0,0.0,317.8,2.76,103.0,96824.0
20161119:0500,1.07,100.0,0.0,-0.0,0.0,314.8,2.97,103.0,96706.0
20161119:0600,0.89,99.9,0.0,-0.0,0.0,307.4,3.59,106.0,96589.0
20161119:0700,0.86,99.9,0.0,-0.0,0.0,314.2,3.79,112.0,96510.0
20161119:0800,0.8,99.85,3.0,0.0,3.0,310.6,3.24,123.0,96471.0
20161119:0900,1.09,99.85,70.0,152.56,51.0,305.2,3.38,135.0,96451.0
20161119:1000,1.57,99.7,12.0,0.0,12.0,298.6,3.72,149.0,96422.0
20161119:1100,2.13,99.65,35.0,0.0,35.0,306.8,3.79,157.0,96392.0
20161119:1200,2.61,99.7,17.0,0.0,17.0,318.0,4.0,163.0,96383.0
20161119:1300,2.64,99.2,8.0,0.0,8.0,324.4,4.34,168.0,96412.0
20161119:1400,2.63,99.6,0.0,0.0,0.0,321.8,4.0,172.0,96441.0
20161119:1500,2.56,99.9,0.0,-0.0,0.0,313.8,3.17,169.0,96451.0
20161119:1600,2.56,99.95,0.0,-0.0,0.0,324.8,3.17,167.0,96481.0
20161119:1700,2.42,99.45,0.0,-0.0,0.0,324.4,3.31,169.0,96520.0
20161119:1800,2.01,99.8,0.0,-0.0,0.0,322.0,2.76,169.0,96530.0
20161119:1900,1.74,100.0,0.0,-0.0,0.0,298.8,2.34,167.0,96549.0
20161119:2000,1.59,99.95,0.0,-0.0,0.0,317.0,2.14,169.0,96589.0
20161119:2100,1.46,100.0,0.0,-0.0,0.0,319.6,2.07,172.0,96618.0
20161119:2200,1.39,99.95,0.0,-0.0,0.0,318.2,2.07,180.0,96667.0
20161119:2300,1.41,99.95,0.0,-0.0,0.0,318.0,2.14,189.0,96706.0
20161120:0000,1.44,100.0,0.0,-0.0,0.0,317.0,2.21,194.0,96775.0
20161120:0100,1.39,99.4,0.0,-0.0,0.0,317.85,2.28,194.0,96765.0
20161120:0200,1.32,99.95,0.0,-0.0,0.0,320.2,2.34,192.0,96922.0
20161120:0300,1.14,100.0,0.0,-0.0,0.0,309.4,2.41,193.0,96932.0
20161120:0400,1.09,99.95,0.0,-0.0,0.0,317.2,2.55,196.0,97050.0
20161120:0500,1.02,99.35,0.0,-0.0,0.0,315.2,2.55,199.0,97069.0
20161120:0600,0.89,99.4,0.0,-0.0,0.0,311.8,2.62,202.0,97207.0
20161120:0700,0.64,99.35,0.0,-0.0,0.0,302.4,2.69,200.0,97275.0
20161120:0800,0.59,99.15,26.0,151.84,18.0,305.2,2.69,199.0,97393.0
20161120:0900,0.63,98.5,94.0,514.89,32.0,303.2,2.97,199.0,97491.0
20161120:1000,0.73,98.1,117.0,362.57,59.0,287.4,2.97,201.0,97619.0
20161120:1100,1.14,97.15,113.0,254.96,70.0,293.8,3.24,205.0,97717.0
20161120:1200,1.46,96.65,87.0,171.38,62.0,284.0,3.03,206.0,97776.0
20161120:1300,1.57,96.5,59.0,279.01,33.0,276.0,2.83,204.0,97864.0
20161120:1400,1.58,96.85,0.0,0.0,0.0,286.2,2.69,199.0,97933.0
20161120:1500,1.16,98.35,0.0,-0.0,0.0,276.8,2.41,191.0,98011.0
20161120:1600,1.48,98.75,0.0,-0.0,0.0,311.8,2.34,182.0,98070.0
20161120:1700,1.54,99.15,0.0,-0.0,0.0,316.4,2.21,172.0,98110.0
20161120:1800,1.36,98.85,0.0,-0.0,0.0,317.0,2.07,162.0,98139.0
20161120:1900,1.48,100.0,0.0,-0.0,0.0,319.2,2.28,156.0,98139.0
20161120:2000,1.23,99.95,0.0,-0.0,0.0,313.2,2.21,148.0,98110.0
20161120:2100,0.93,100.0,0.0,-0.0,0.0,313.6,2.28,144.0,98090.0
20161120:2200,0.58,100.0,0.0,-0.0,0.0,295.8,2.34,145.0,98100.0
20161120:2300,0.49,99.85,0.0,-0.0,0.0,301.2,2.41,148.0,98080.0
20161121:0000,0.51,99.85,0.0,-0.0,0.0,306.6,2.48,152.0,98080.0
20161121:0100,0.53,99.85,0.0,-0.0,0.0,301.8,2.41,156.0,98070.0
20161121:0200,0.68,99.85,0.0,-0.0,0.0,311.6,2.34,163.0,98090.0
20161121:0300,0.72,99.9,0.0,-0.0,0.0,309.0,2.21,169.0,98070.0
20161121:0400,0.8,99.95,0.0,-0.0,0.0,315.6,2.0,172.0,98090.0
20161121:0500,0.81,100.0,0.0,-0.0,0.0,311.8,1.93,174.0,98119.0
20161121:0600,0.85,100.0,0.0,-0.0,0.0,313.2,1.79,174.0,98168.0
20161121:0700,1.0,99.95,0.0,-0.0,0.0,318.2,2.07,170.0,98247.0
20161121:0800,1.08,99.95,12.0,0.0,12.0,317.8,1.86,168.0,98296.0
20161121:0900,1.16,99.85,31.0,0.0,31.0,318.6,2.14,163.0,98345.0
20161121:1000,1.16,100.0,73.0,57.69,64.0,309.8,1.52,157.0,98375.0
20161121:1100,1.35,99.7,82.0,78.88,69.0,312.0,2.55,164.0,98404.0
20161121:1200,1.56,97.35,56.0,28.13,52.0,296.8,2.48,171.0,98404.0
20161121:1300,1.53,99.95,28.0,11.15,27.0,301.2,2.0,162.0,98414.0
20161121:1400,1.4,99.95,0.0,0.0,0.0,310.2,1.86,150.0,98433.0
20161121:1500,1.31,100.0,0.0,-0.0,0.0,318.2,1.86,134.0,98453.0
20161121:1600,1.19,100.0,0.0,-0.0,0.0,315.4,2.07,123.0,98414.0
20161121:1700,1.09,99.95,0.0,-0.0,0.0,314.2,2.41,118.0,98424.0
20161121:1800,0.98,99.95,0.0,-0.0,0.0,312.8,2.69,115.0,98394.0
20161121:1900,1.1,99.9,0.0,-0.0,0.0,314.6,2.62,107.0,98325.0
20161121:2000,0.98,99.9,0.0,-0.0,0.0,309.6,2.76,102.0,98267.0
20161121:2100,0.92,99.85,0.0,-0.0,0.0,309.6,2.97,94.0,98159.0
20161121:2200,0.96,99.85,0.0,-0.0,0.0,313.0,3.1,85.0,98100.0
20161121:2300,1.02,99.8,0.0,-0.0,0.0,312.2,3.17,79.0,97953.0
20161122:0000,1.01,99.85,0.0,-0.0,0.0,314.4,3.17,76.0,97815.0
20161122:0100,0.86,99.9,0.0,-0.0,0.0,310.85,2.83,72.0,97747.0
20161122:0200,0.8,99.95,0.0,-0.0,0.0,314.2,2.41,61.0,97658.0
20161122:0300,0.72,98.8,0.0,-0.0,0.0,312.8,2.14,46.0,97599.0
20161122:0400,0.72,98.8,0.0,-0.0,0.0,315.2,1.59,28.0,97599.0
20161122:0500,0.65,98.9,0.0,-0.0,0.0,315.4,1.1,348.0,97648.0
20161122:0600,0.48,99.45,0.0,-0.0,0.0,312.4,1.03,296.0,97737.0
20161122:0700,0.57,99.5,0.0,-0.0,0.0,312.4,0.83,264.0,97904.0
20161122:0800,0.59,99.5,12.0,22.4,11.0,314.4,0.9,231.0,98031.0
20161122:0900,0.88,99.3,60.0,124.53,46.0,314.4,1.24,217.0,98227.0
20161122:1000,1.19,98.9,53.0,13.15,51.0,309.6,1.59,219.0,98345.0
20161122:1100,1.49,98.1,55.0,6.21,54.0,308.2,1.86,215.0,98453.0
20161122:1200,1.58,98.2,15.0,0.0,15.0,299.4,1.72,210.0,98571.0
20161122:1300,1.4,99.05,58.0,370.57,26.0,291.6,1.86,194.0,98659.0
20161122:1400,0.97,99.45,0.0,0.0,0.0,292.4,1.66,185.0,98747.0
20161122:1500,0.68,99.45,0.0,-0.0,0.0,301.6,1.38,175.0,98846.0
20161122:1600,0.65,99.45,0.0,-0.0,0.0,308.4,1.31,164.0,98954.0
20161122:1700,0.8,99.45,0.0,-0.0,0.0,315.8,1.24,158.0,99032.0
20161122:1800,0.81,99.5,0.0,-0.0,0.0,313.4,0.97,143.0,99101.0
20161122:1900,0.6,99.75,0.0,-0.0,0.0,317.4,0.62,110.0,99111.0
20161122:2000,0.75,99.6,0.0,-0.0,0.0,318.8,0.83,45.0,99150.0
20161122:2100,0.69,99.7,0.0,-0.0,0.0,320.0,0.83,33.0,99189.0
20161122:2200,0.72,99.6,0.0,-0.0,0.0,319.2,0.9,28.0,99248.0
20161122:2300,0.78,99.45,0.0,-0.0,0.0,319.2,1.03,33.0,99258.0
20161123:0000,0.82,99.5,0.0,-0.0,0.0,317.8,1.17,35.0,99238.0
20161123:0100,0.88,99.35,0.0,-0.0,0.0,318.25,1.38,44.0,99258.0
20161123:0200,0.98,99.35,0.0,-0.0,0.0,319.8,1.52,51.0,99160.0
20161123:0300,1.15,99.35,0.0,-0.0,0.0,319.6,1.59,57.0,99061.0
20161123:0400,1.38,99.9,0.0,-0.0,0.0,321.2,1.59,69.0,99012.0
20161123:0500,1.65,99.9,0.0,-0.0,0.0,322.0,1.66,79.0,98914.0
20161123:0600,2.06,99.85,0.0,-0.0,0.0,323.6,1.72,95.0,98836.0
20161123:0700,2.9,99.95,0.0,-0.0,0.0,326.0,2.0,108.0,98757.0
20161123:0800,3.5,100.0,2.0,0.0,2.0,329.4,2.41,135.0,98796.0
20161123:0900,3.93,99.95,15.0,0.0,15.0,332.2,2.41,139.0,98738.0
20161123:1000,4.16,100.0,11.0,0.0,11.0,334.0,2.48,154.0,98787.0
20161123:1100,4.35,99.95,13.0,0.0,13.0,335.6,2.41,168.0,98846.0
20161123:1200,4.48,99.95,12.0,0.0,12.0,336.0,2.07,171.0,98826.0
20161123:1300,4.6,99.95,7.0,0.0,7.0,337.2,1.93,178.0,98846.0
20161123:1400,4.68,99.95,0.0,0.0,0.0,337.2,1.86,179.0,98885.0
20161123:1500,4.73,100.0,0.0,-0.0,0.0,337.2,1.86,177.0,98914.0
20161123:1600,4.83,100.0,0.0,-0.0,0.0,338.2,1.86,173.0,98954.0
20161123:1700,4.99,99.95,0.0,-0.0,0.0,338.8,2.0,171.0,98973.0
20161123:1800,5.2,100.0,0.0,-0.0,0.0,340.2,2.21,170.0,99022.0
20161123:1900,5.04,100.0,0.0,-0.0,0.0,337.0,2.07,165.0,99052.0
20161123:2000,5.16,100.0,0.0,-0.0,0.0,339.8,2.21,170.0,99091.0
20161123:2100,5.29,99.95,0.0,-0.0,0.0,340.0,2.28,174.0,99120.0
20161123:2200,5.4,99.95,0.0,-0.0,0.0,341.0,2.34,176.0,99160.0
20161123:2300,5.47,99.95,0.0,-0.0,0.0,340.6,2.41,178.0,99160.0
20161124:0000,5.52,100.0,0.0,-0.0,0.0,341.8,2.55,182.0,99130.0
20161124:0100,5.63,99.95,0.0,-0.0,0.0,339.05,2.48,185.0,99140.0
20161124:0200,5.59,99.95,0.0,-0.0,0.0,338.8,2.41,184.0,99120.0
20161124:0300,5.54,100.0,0.0,-0.0,0.0,341.2,2.48,182.0,99091.0
20161124:0400,5.48,100.0,0.0,-0.0,0.0,340.0,2.62,182.0,99091.0
20161124:0500,5.44,99.95,0.0,-0.0,0.0,340.4,2.76,182.0,99042.0
20161124:0600,5.45,99.95,0.0,-0.0,0.0,340.6,2.97,184.0,99012.0
20161124:0700,5.45,99.95,0.0,-0.0,0.0,338.4,3.1,189.0,99003.0
20161124:0800,5.59,99.95,0.0,0.0,0.0,339.2,2.97,196.0,99022.0
20161124:0900,5.75,100.0,12.0,0.0,12.0,339.2,2.9,202.0,99032.0
20161124:1000,5.9,99.95,13.0,0.0,13.0,339.2,2.76,209.0,99032.0
20161124:1100,5.96,99.95,33.0,0.0,33.0,340.8,2.69,216.0,99042.0
20161124:1200,5.98,99.9,9.0,0.0,9.0,340.8,2.34,218.0,99052.0
20161124:1300,5.8,99.95,5.0,0.0,5.0,327.6,2.14,217.0,99032.0
20161124:1400,5.66,99.95,0.0,0.0,0.0,337.8,1.86,221.0,99022.0
20161124:1500,5.42,100.0,0.0,-0.0,0.0,336.0,1.52,231.0,99081.0
20161124:1600,5.22,100.0,0.0,-0.0,0.0,337.6,1.31,249.0,99111.0
20161124:1700,4.88,99.95,0.0,-0.0,0.0,332.2,1.38,281.0,99150.0
20161124:1800,4.46,99.95,0.0,-0.0,0.0,331.6,1.72,310.0,99209.0
20161124:1900,3.8,99.75,0.0,-0.0,0.0,321.6,2.41,326.0,99268.0
20161124:2000,3.14,99.55,0.0,-0.0,0.0,316.8,2.55,325.0,99366.0
20161124:2100,2.53,99.5,0.0,-0.0,0.0,307.0,2.48,317.0,99474.0
20161124:2200,1.98,99.45,0.0,-0.0,0.0,292.2,2.34,309.0,99591.0
20161124:2300,1.49,95.25,0.0,-0.0,0.0,278.2,2.07,301.0,99670.0
20161125:0000,0.5,94.3,0.0,-0.0,0.0,245.0,2.0,295.0,99729.0
20161125:0100,-0.32,92.1,0.0,-0.0,0.0,225.4,2.0,287.0,99778.0
20161125:0200,-0.82,87.5,0.0,-0.0,0.0,221.0,1.79,283.0,99778.0
20161125:0300,-1.06,83.0,0.0,-0.0,0.0,222.0,1.59,276.0,99817.0
20161125:0400,-1.97,85.6,0.0,-0.0,0.0,220.2,1.52,264.0,99846.0
20161125:0500,-2.82,85.75,0.0,-0.0,0.0,221.4,1.38,256.0,99837.0
20161125:0600,-3.19,85.05,0.0,-0.0,0.0,224.8,1.52,262.0,99876.0
20161125:0700,-1.51,81.95,0.0,-0.0,0.0,260.2,2.0,275.0,99915.0
20161125:0800,-1.07,81.25,0.0,0.0,0.0,239.0,2.07,283.0,99974.0
20161125:0900,-0.58,84.45,14.0,0.0,14.0,242.8,1.93,287.0,100003.0
20161125:1000,0.5,83.5,47.0,7.09,46.0,259.0,1.93,292.0,100072.0
20161125:1100,1.35,81.25,128.0,624.61,34.0,262.4,1.93,294.0,100141.0
20161125:1200,1.63,79.25,103.0,544.29,33.0,246.6,1.86,299.0,100170.0
20161125:1300,1.37,78.35,33.0,64.97,28.0,233.0,1.72,300.0,100219.0
20161125:1400,0.46,78.4,0.0,-0.0,0.0,224.2,1.72,299.0,100210.0
20161125:1500,-0.85,83.35,0.0,-0.0,0.0,225.6,1.59,294.0,100239.0
20161125:1600,-1.86,84.15,0.0,-0.0,0.0,226.0,1.38,289.0,100268.0
20161125:1700,-1.99,83.05,0.0,-0.0,0.0,227.4,1.24,288.0,100298.0
20161125:1800,-2.05,83.35,0.0,-0.0,0.0,227.2,1.17,291.0,100298.0
20161125:1900,-0.72,78.7,0.0,-0.0,0.0,258.0,0.97,258.0,100278.0
20161125:2000,-0.58,77.9,0.0,-0.0,0.0,238.2,0.9,250.0,100259.0
20161125:2100,0.04,75.95,0.0,-0.0,0.0,227.8,0.48,233.0,100239.0
20161125:2200,-0.26,77.65,0.0,-0.0,0.0,228.0,0.69,191.0,100259.0
20161125:2300,-2.07,84.3,0.0,-0.0,0.0,234.0,1.1,185.0,100229.0
20161126:0000,-2.4,85.8,0.0,-0.0,0.0,253.4,1.31,186.0,100170.0
20161126:0100,-2.24,87.1,0.0,-0.0,0.0,270.2,1.31,193.0,100160.0
20161126:0200,-1.47,85.35,0.0,-0.0,0.0,283.8,1.38,185.0,100072.0
20161126:0300,-0.71,84.55,0.0,-0.0,0.0,295.0,1.52,191.0,100043.0
20161126:0400,-1.33,97.7,0.0,-0.0,0.0,302.0,1.66,185.0,99935.0
20161126:0500,-0.84,98.75,0.0,-0.0,0.0,306.4,1.59,189.0,99807.0
20161126:0600,-0.49,99.2,0.0,-0.0,0.0,306.4,1.52,187.0,99719.0
20161126:0700,-0.08,99.6,0.0,-0.0,0.0,306.2,1.66,199.0,99591.0
20161126:0800,0.34,99.7,0.0,0.0,0.0,305.8,1.72,211.0,99532.0
20161126:0900,0.92,99.65,14.0,0.0,14.0,305.0,1.72,214.0,99493.0
20161126:1000,1.64,99.55,41.0,7.26,40.0,314.2,1.79,218.0,99483.0
20161126:1100,3.08,95.0,18.0,0.0,18.0,304.4,1.72,221.0,99444.0
20161126:1200,3.25,94.8,9.0,0.0,9.0,295.6,1.59,221.0,99405.0
20161126:1300,3.0,95.15,5.0,0.0,5.0,295.4,1.52,223.0,99356.0
20161126:1400,1.89,99.45,0.0,-0.0,0.0,309.2,1.52,226.0,99317.0
20161126:1500,1.12,99.3,0.0,-0.0,0.0,305.6,1.59,230.0,99218.0
20161126:1600,0.74,99.1,0.0,-0.0,0.0,308.0,1.59,235.0,99140.0
20161126:1700,0.71,98.85,0.0,-0.0,0.0,312.0,1.72,241.0,99071.0
20161126:1800,1.01,98.75,0.0,-0.0,0.0,318.4,1.79,247.0,98973.0
20161126:1900,0.9,98.8,0.0,-0.0,0.0,308.8,2.34,244.0,98875.0
20161126:2000,1.27,98.65,0.0,-0.0,0.0,301.0,2.69,244.0,98787.0
20161126:2100,1.93,98.55,0.0,-0.0,0.0,296.4,2.83,250.0,98728.0
20161126:2200,2.51,98.45,0.0,-0.0,0.0,297.8,2.76,251.0,98767.0
20161126:2300,2.38,98.45,0.0,-0.0,0.0,280.2,2.69,246.0,98708.0
20161127:0000,2.12,98.5,0.0,-0.0,0.0,272.2,2.62,238.0,98610.0
20161127:0100,1.73,98.75,0.0,-0.0,0.0,272.4,2.62,233.0,98541.0
20161127:0200,1.21,99.1,0.0,-0.0,0.0,263.2,2.62,230.0,98482.0
20161127:0300,0.84,99.25,0.0,-0.0,0.0,259.8,2.62,231.0,98355.0
20161127:0400,0.38,99.35,0.0,-0.0,0.0,247.4,2.55,233.0,98306.0
20161127:0500,-0.14,99.15,0.0,-0.0,0.0,243.8,2.41,235.0,98208.0
20161127:0600,-0.91,98.45,0.0,-0.0,0.0,240.0,2.34,243.0,98139.0
20161127:0700,-1.78,97.6,0.0,-0.0,0.0,236.0,2.34,246.0,98090.0
20161127:0800,-2.4,96.45,0.0,0.0,0.0,233.6,2.48,265.0,98070.0
20161127:0900,-1.81,96.25,70.0,478.26,25.0,232.6,2.83,288.0,98100.0
20161127:1000,2.75,79.9,114.0,647.8,27.0,233.4,2.83,297.0,98139.0
20161127:1100,3.61,73.05,100.0,312.53,55.0,236.0,2.83,300.0,98110.0
20161127:1200,4.03,65.05,77.0,236.76,48.0,231.2,2.83,297.0,98090.0
20161127:1300,3.78,59.5,41.0,238.52,24.0,230.2,2.83,292.0,98070.0
20161127:1400,3.12,56.9,0.0,-0.0,0.0,230.0,2.83,284.0,98051.0
20161127:1500,2.51,56.9,0.0,-0.0,0.0,227.6,2.9,279.0,98031.0
20161127:1600,2.19,57.9,0.0,-0.0,0.0,227.2,3.1,284.0,98011.0
20161127:1700,2.14,58.75,0.0,-0.0,0.0,226.4,3.52,294.0,98090.0
20161127:1800,2.3,58.6,0.0,-0.0,0.0,226.8,3.79,309.0,98178.0
20161127:1900,2.79,59.85,0.0,-0.0,0.0,228.4,3.52,317.0,98306.0
20161127:2000,2.51,60.55,0.0,-0.0,0.0,227.8,3.38,317.0,98384.0
20161127:2100,2.32,61.2,0.0,-0.0,0.0,228.6,3.52,318.0,98482.0
20161127:2200,2.23,60.4,0.0,-0.0,0.0,226.6,3.72,320.0,98639.0
20161127:2300,2.14,59.15,0.0,-0.0,0.0,224.2,3.86,323.0,98757.0
20161128:0000,2.06,57.3,0.0,-0.0,0.0,223.0,4.07,326.0,98865.0
20161128:0100,2.0,54.75,0.0,-0.0,0.0,221.2,4.28,330.0,98993.0
20161128:0200,1.78,52.15,0.0,-0.0,0.0,218.6,4.48,332.0,99101.0
20161128:0300,1.52,51.25,0.0,-0.0,0.0,216.4,4.55,332.0,99189.0
20161128:0400,1.29,50.9,0.0,-0.0,0.0,215.0,4.62,333.0,99268.0
20161128:0500,1.08,49.9,0.0,-0.0,0.0,213.8,4.76,334.0,99356.0
20161128:0600,0.89,49.8,0.0,-0.0,0.0,212.0,4.76,336.0,99454.0
20161128:0700,1.1,52.85,0.0,-0.0,0.0,213.4,4.41,337.0,99532.0
20161128:0800,0.92,54.0,0.0,0.0,0.0,213.6,4.21,336.0,99621.0
20161128:0900,1.04,55.5,65.0,429.88,26.0,214.2,4.28,335.0,99689.0
20161128:1000,1.42,55.5,108.0,587.56,31.0,214.6,4.48,336.0,99758.0
20161128:1100,1.74,52.25,90.0,234.21,57.0,213.6,4.76,339.0,99827.0
20161128:1200,1.78,48.5,70.0,175.58,49.0,212.4,4.69,343.0,99896.0
20161128:1300,1.45,47.0,37.0,189.48,24.0,210.4,4.48,347.0,100013.0
20161128:1400,0.84,46.7,0.0,-0.0,0.0,208.0,4.21,350.0,100131.0
20161128:1500,0.31,46.85,0.0,-0.0,0.0,206.6,4.0,352.0,100249.0
20161128:1600,-0.07,48.15,0.0,-0.0,0.0,205.8,3.79,353.0,100347.0
20161128:1700,-0.38,50.3,0.0,-0.0,0.0,205.0,3.59,353.0,100435.0
20161128:1800,-0.65,52.4,0.0,-0.0,0.0,205.2,3.31,352.0,100553.0
20161128:1900,-0.69,57.05,0.0,-0.0,0.0,206.4,3.1,345.0,100641.0
20161128:2000,-0.86,57.55,0.0,-0.0,0.0,206.4,2.97,343.0,100700.0
20161128:2100,-1.0,57.45,0.0,-0.0,0.0,205.8,2.83,342.0,100798.0
